data;Classe A 0 Sentido C;Classe A 0 Sentido D;Classe A 0 Total;Classe B 0 Sentido C;Classe B 0 Sentido D;Classe B 0 Total;Classe C 0 Sentido C;Classe C 0 Sentido D;Classe C 0 Total;Classe D 0 Sentido C;Classe D 0 Sentido D;Classe D 0 Total;Classe E 0 Sentido C;Classe E 0 Sentido D;Classe E 0 Total;Classe F 0 Sentido C;Classe F 0 Sentido D;Classe F 0 Total;Classe G 0 Sentido C;Classe G 0 Sentido D;Classe G 0 Total;Classe H 0 Sentido C;Classe H 0 Sentido D;Classe H 0 Total;Classe I 0 Sentido C;Classe I 0 Sentido D;Classe I 0 Total;Classe J 0 Sentido C;Classe J 0 Sentido D;Classe J 0 Total;Classe L 0 Sentido C;Classe L 0 Sentido D;Classe L 0 Total;Todos 0 Sentido C;Todos 0 Sentido D;Total Geral
28/09/2018;237;311;548;126;144;270;9;40;49;10;28;38;11;37;48;7;6;13;0;0;0;7;3;10;2472;3024;5496;498;687;1185;111;156;267;3488;4436;7924
29/09/2018;173;222;395;94;114;208;17;31;48;13;15;28;15;26;41;0;8;8;0;0;0;10;3;13;2342;3846;6188;540;921;1461;80;113;193;3284;5299;8583
30/09/2018;200;224;424;86;66;152;9;8;17;3;9;12;1;18;19;4;3;7;0;0;0;11;5;16;3379;3077;6456;657;621;1278;121;103;224;4471;4134;8605
01/10/2018;192;343;535;92;194;286;6;50;56;6;17;23;12;18;30;2;10;12;0;0;0;11;3;14;2507;2369;4876;698;542;1240;101;148;249;3627;3694;7321
02/10/2018;209;332;541;153;316;469;14;47;61;13;22;35;16;43;59;3;19;22;1;0;1;7;3;10;2104;2369;4473;528;478;1006;87;168;255;3135;3797;6932
03/10/2018;280;433;713;157;237;394;27;47;74;12;18;30;9;36;45;3;8;11;0;0;0;9;3;12;2334;2821;5155;487;573;1060;117;157;274;3435;4333;7768
04/10/2018;287;351;638;133;223;356;10;34;44;10;18;28;10;28;38;6;13;19;0;0;0;9;5;14;2881;2444;5325;508;492;1000;125;154;279;3979;3762;7741
05/10/2018;268;334;602;105;160;265;17;30;47;11;27;38;9;23;32;4;3;7;0;0;0;6;2;8;2523;3692;6215;514;781;1295;102;164;266;3559;5216;8775
06/10/2018;191;201;392;88;103;191;14;26;40;9;19;28;5;20;25;6;5;11;0;0;0;4;1;5;2281;4201;6482;499;1100;1599;64;123;187;3161;5799;8960
07/10/2018;194;96;290;84;34;118;3;2;5;2;2;4;6;10;16;3;4;7;0;0;0;4;1;5;3494;2985;6479;726;795;1521;122;71;193;4638;4000;8638
08/10/2018;219;353;572;78;143;221;9;36;45;7;17;24;9;23;32;7;10;17;0;0;0;7;5;12;3425;2074;5499;835;517;1352;119;141;260;4715;3319;8034
09/10/2018;185;317;502;111;166;277;23;34;57;12;23;35;5;27;32;3;7;10;0;0;0;9;3;12;2145;2006;4151;526;491;1017;87;134;221;3106;3208;6314
10/10/2018;223;309;532;115;176;291;22;48;70;7;19;26;10;31;41;2;9;11;0;0;0;4;4;8;2250;2053;4303;494;510;1004;77;129;206;3204;3288;6492
11/10/2018;237;388;625;124;178;302;30;31;61;8;17;25;8;39;47;4;12;16;1;0;1;8;0;8;2632;2997;5629;476;642;1118;88;170;258;3616;4474;8090
12/10/2018;193;212;405;105;81;186;7;15;22;8;9;17;4;16;20;1;7;8;0;0;0;7;3;10;2484;4241;6725;493;781;1274;86;122;208;3388;5487;8875
13/10/2018;175;168;343;78;91;169;12;19;31;6;11;17;9;16;25;1;5;6;0;0;0;6;1;7;2197;2711;4908;512;716;1228;68;83;151;3064;3821;6885
14/10/2018;208;198;406;87;56;143;8;6;14;2;7;9;4;14;18;2;3;5;1;0;1;5;1;6;3490;2754;6244;659;531;1190;115;84;199;4581;3654;8235
15/10/2018;183;293;476;88;181;269;16;40;56;6;17;23;10;33;43;3;14;17;0;0;0;6;3;9;2894;2476;5370;673;481;1154;102;137;239;3981;3675;7656
16/10/2018;224;309;533;102;168;270;18;46;64;8;20;28;14;45;59;5;11;16;0;1;1;14;4;18;1869;2054;3923;523;505;1028;78;129;207;2855;3292;6147
17/10/2018;219;302;521;104;157;261;12;36;48;11;15;26;12;30;42;5;17;22;0;0;0;9;7;16;1921;1910;3831;480;536;1016;90;125;215;2863;3135;5998
18/10/2018;198;328;526;110;182;292;15;30;45;14;25;39;7;35;42;7;8;15;0;0;0;7;5;12;2055;2016;4071;443;483;926;102;152;254;2958;3264;6222
19/10/2018;239;289;528;148;160;308;11;48;59;4;22;26;12;25;37;1;12;13;0;0;0;2;1;3;2421;2455;4876;492;670;1162;107;141;248;3437;3823;7260
20/10/2018;312;367;679;174;182;356;17;28;45;9;13;22;8;28;36;2;5;7;0;0;0;17;5;22;4400;4852;9252;1036;1157;2193;168;172;340;6143;6809;12952
21/10/2018;166;218;384;82;79;161;7;10;17;3;7;10;5;23;28;1;2;3;0;0;0;11;2;13;2736;2464;5200;574;615;1189;85;92;177;3670;3512;7182
22/10/2018;175;337;512;86;180;266;22;48;70;8;8;16;16;19;35;7;8;15;0;0;0;13;7;20;2128;2150;4278;637;490;1127;93;127;220;3185;3374;6559
23/10/2018;178;300;478;99;164;263;20;38;58;5;27;32;21;35;56;3;6;9;0;0;0;11;5;16;1901;1854;3755;435;461;896;80;120;200;2753;3010;5763
24/10/2018;208;263;471;107;139;246;18;41;59;10;16;26;11;28;39;4;10;14;0;0;0;10;6;16;1958;1930;3888;451;467;918;73;113;186;2850;3013;5863
25/10/2018;207;334;541;106;188;294;16;27;43;10;31;41;13;33;46;4;16;20;1;0;1;13;6;19;1973;2021;3994;447;470;917;81;135;216;2871;3261;6132
26/10/2018;244;288;532;125;193;318;17;33;50;6;15;21;14;34;48;4;7;11;0;0;0;6;1;7;2279;2708;4987;467;696;1163;81;151;232;3243;4126;7369
27/10/2018;150;204;354;101;108;209;16;23;39;9;13;22;7;19;26;0;14;14;0;0;0;9;1;10;1951;3406;5357;494;952;1446;76;119;195;2813;4859;7672
28/10/2018;140;94;234;50;46;96;10;9;19;5;5;10;10;10;20;4;5;9;0;0;0;9;4;13;3326;2515;5841;727;714;1441;95;57;152;4376;3459;7835
29/10/2018;169;311;480;87;177;264;12;41;53;5;14;19;9;39;48;2;11;13;1;1;2;12;2;14;2604;1829;4433;657;481;1138;94;149;243;3652;3055;6707
30/10/2018;180;257;437;107;170;277;15;36;51;10;14;24;12;37;49;3;5;8;0;0;0;11;6;17;2021;1967;3988;444;472;916;92;104;196;2895;3068;5963
31/10/2018;221;269;490;120;143;263;23;39;62;12;20;32;21;37;58;8;5;13;2;0;2;12;8;20;2092;2020;4112;446;483;929;87;145;232;3044;3169;6213
01/11/2018;238;352;590;105;153;258;17;45;62;4;31;35;7;38;45;4;8;12;0;0;0;10;1;11;2382;3462;5844;510;777;1287;84;163;247;3361;5030;8391
02/11/2018;172;161;333;80;58;138;8;9;17;8;6;14;9;20;29;1;4;5;0;0;0;6;2;8;3152;3672;6824;650;714;1364;85;78;163;4171;4724;8895
03/11/2018;141;152;293;82;79;161;5;26;31;3;16;19;1;15;16;3;6;9;1;0;1;6;2;8;2458;2420;4878;562;688;1250;79;102;181;3341;3506;6847
04/11/2018;210;168;378;84;51;135;14;5;19;5;6;11;6;15;21;1;2;3;0;0;0;1;3;4;3815;2429;6244;720;573;1293;140;73;213;4996;3325;8321
05/11/2018;211;324;535;105;169;274;9;43;52;7;18;25;19;18;37;4;9;13;1;0;1;10;1;11;2445;2178;4623;707;524;1231;103;130;233;3621;3414;7035
06/11/2018;203;304;507;100;162;262;14;45;59;8;21;29;15;23;38;6;15;21;1;0;1;12;2;14;1918;1948;3866;451;465;916;61;123;184;2789;3108;5897
07/11/2018;203;319;522;113;173;286;16;26;42;10;11;21;9;21;30;4;11;15;0;0;0;12;5;17;2007;2018;4025;477;508;985;77;116;193;2928;3208;6136
08/11/2018;231;327;558;116;181;297;16;33;49;9;21;30;12;26;38;3;12;15;0;1;1;10;4;14;2109;1969;4078;474;496;970;92;134;226;3072;3204;6276
09/11/2018;247;288;535;124;158;282;15;36;51;12;19;31;12;34;46;6;8;14;0;0;0;16;6;22;2356;2436;4792;528;638;1166;99;149;248;3415;3772;7187
10/11/2018;158;214;372;80;112;192;13;31;44;11;20;31;3;37;40;4;15;19;0;1;1;7;4;11;2066;2825;4891;574;818;1392;87;108;195;3003;4185;7188
11/11/2018;153;198;351;66;55;121;10;7;17;4;6;10;11;12;23;4;3;7;0;0;0;9;3;12;2839;2305;5144;624;599;1223;97;63;160;3817;3251;7068
12/11/2018;199;379;578;91;189;280;18;44;62;6;13;19;19;24;43;4;12;16;0;0;0;18;7;25;2039;2197;4236;551;524;1075;106;125;231;3051;3514;6565
13/11/2018;191;293;484;111;176;287;16;44;60;13;26;39;15;28;43;6;8;14;0;0;0;6;6;12;1943;1996;3939;443;459;902;74;134;208;2818;3170;5988
14/11/2018;273;325;598;132;177;309;24;41;65;6;23;29;12;26;38;8;13;21;0;0;0;8;7;15;2434;2386;4820;485;540;1025;79;131;210;3461;3669;7130
15/11/2018;184;255;439;109;120;229;14;21;35;7;12;19;16;18;34;1;11;12;0;0;0;3;5;8;2355;2696;5051;411;556;967;76;82;158;3176;3776;6952
16/11/2018;199;271;470;106;160;266;17;35;52;8;10;18;12;27;39;2;9;11;1;0;1;17;8;25;2214;2530;4744;496;611;1107;79;137;216;3151;3798;6949
17/11/2018;158;178;336;97;134;231;7;25;32;6;15;21;5;32;37;1;15;16;1;0;1;7;4;11;2158;2772;4930;524;796;1320;65;115;180;3029;4086;7115
18/11/2018;195;208;403;72;52;124;11;7;18;3;3;6;10;16;26;2;8;10;1;0;1;12;4;16;3531;2814;6345;702;594;1296;119;107;226;4658;3813;8471
19/11/2018;194;349;543;91;192;283;9;45;54;7;23;30;23;23;46;5;7;12;0;0;0;9;4;13;2284;2148;4432;635;534;1169;70;145;215;3327;3470;6797
20/11/2018;183;324;507;85;155;240;17;33;50;8;14;22;15;39;54;1;13;14;0;0;0;2;7;9;1916;1960;3876;484;514;998;82;123;205;2793;3182;5975
21/11/2018;214;285;499;109;177;286;11;28;39;11;17;28;16;29;45;2;4;6;0;0;0;5;3;8;2096;1938;4034;472;500;972;86;130;216;3022;3111;6133
22/11/2018;197;360;557;89;188;277;17;40;57;9;25;34;13;31;44;4;13;17;0;0;0;11;7;18;2152;1958;4110;445;476;921;98;138;236;3035;3236;6271
23/11/2018;251;329;580;123;159;282;10;34;44;10;21;31;14;39;53;6;12;18;0;1;1;12;8;20;2439;2562;5001;487;651;1138;84;148;232;3436;3964;7400
24/11/2018;173;237;410;82;106;188;11;34;45;5;21;26;7;24;31;4;10;14;0;0;0;10;2;12;2067;2944;5011;496;781;1277;73;117;190;2928;4276;7204
25/11/2018;174;207;381;74;50;124;7;9;16;4;3;7;17;10;27;6;2;8;1;0;1;12;3;15;3254;2707;5961;662;658;1320;111;86;197;4322;3735;8057
26/11/2018;201;323;524;90;189;279;17;33;50;10;15;25;21;28;49;7;17;24;0;0;0;10;4;14;2206;2138;4344;695;472;1167;69;124;193;3326;3343;6669
27/11/2018;206;294;500;106;184;290;22;44;66;7;14;21;7;45;52;9;6;15;0;0;0;10;8;18;1897;1932;3829;432;436;868;95;125;220;2791;3088;5879
28/11/2018;224;309;533;113;182;295;17;20;37;7;14;21;11;41;52;6;14;20;0;0;0;9;6;15;2017;2035;4052;455;509;964;104;126;230;2963;3256;6219
29/11/2018;200;330;530;97;156;253;15;33;48;10;20;30;16;36;52;13;3;16;0;0;0;22;3;25;2136;2037;4173;445;443;888;91;151;242;3045;3212;6257
30/11/2018;242;285;527;132;149;281;10;32;42;17;22;39;11;26;37;4;6;10;0;0;0;10;1;11;2343;2622;4965;473;568;1041;89;181;270;3331;3892;7223
01/12/2018;186;196;382;89;100;189;19;22;41;5;21;26;2;22;24;3;7;10;0;0;0;8;8;16;2167;3099;5266;539;824;1363;82;111;193;3100;4410;7510
02/12/2018;203;182;385;79;44;123;9;5;14;1;6;7;12;14;26;0;5;5;1;0;1;12;2;14;3228;2610;5838;646;613;1259;99;82;181;4290;3563;7853
03/12/2018;184;335;519;82;163;245;13;44;57;7;10;17;18;25;43;4;8;12;0;0;0;21;1;22;2236;2211;4447;662;490;1152;73;117;190;3300;3404;6704
04/12/2018;211;304;515;109;178;287;13;31;44;17;15;32;11;38;49;11;11;22;0;0;0;17;6;23;1859;1971;3830;459;464;923;73;107;180;2780;3125;5905
05/12/2018;243;295;538;132;177;309;20;34;54;7;17;24;17;41;58;1;5;6;0;0;0;7;5;12;2079;2090;4169;472;475;947;97;127;224;3075;3266;6341
06/12/2018;244;348;592;110;167;277;10;34;44;11;8;19;25;28;53;4;9;13;0;0;0;19;3;22;2166;2163;4329;463;499;962;73;143;216;3125;3402;6527
07/12/2018;267;336;603;131;155;286;15;30;45;10;12;22;10;42;52;3;7;10;0;0;0;9;1;10;2394;2790;5184;521;745;1266;111;154;265;3471;4272;7743
08/12/2018;244;255;499;109;119;228;9;22;31;9;14;23;9;21;30;2;10;12;0;0;0;5;5;10;2389;3385;5774;522;872;1394;90;128;218;3388;4831;8219
09/12/2018;197;246;443;88;62;150;7;8;15;7;2;9;8;10;18;2;4;6;0;0;0;6;1;7;3166;3003;6169;636;623;1259;109;100;209;4226;4059;8285
10/12/2018;219;352;571;94;172;266;14;34;48;11;15;26;16;17;33;5;10;15;0;0;0;8;2;10;2329;2281;4610;608;474;1082;75;133;208;3379;3490;6869
11/12/2018;181;272;453;104;177;281;14;34;48;9;19;28;14;33;47;3;10;13;1;0;1;13;7;20;1931;2094;4025;441;447;888;87;117;204;2798;3210;6008
12/12/2018;242;288;530;132;163;295;19;30;49;15;27;42;8;35;43;8;14;22;0;0;0;19;3;22;2090;2104;4194;481;494;975;87;134;221;3101;3292;6393
13/12/2018;258;371;629;127;201;328;14;44;58;9;19;28;9;50;59;9;14;23;0;0;0;15;7;22;2219;2153;4372;505;520;1025;92;132;224;3257;3511;6768
14/12/2018;312;332;644;144;150;294;24;42;66;11;24;35;12;37;49;8;12;20;0;0;0;14;5;19;2566;2822;5388;465;568;1033;99;142;241;3655;4134;7789
15/12/2018;210;243;453;107;101;208;9;23;32;4;9;13;9;24;33;5;6;11;0;0;0;10;1;11;2413;3216;5629;512;774;1286;89;131;220;3368;4528;7896
16/12/2018;199;230;429;84;70;154;10;16;26;2;4;6;7;14;21;4;9;13;0;0;0;7;3;10;3147;2948;6095;648;625;1273;104;98;202;4212;4017;8229
17/12/2018;232;347;579;122;145;267;17;40;57;7;7;14;16;18;34;4;9;13;0;0;0;24;2;26;2247;2324;4571;541;417;958;84;174;258;3294;3483;6777
18/12/2018;256;315;571;110;156;266;15;53;68;13;22;35;17;30;47;11;15;26;0;0;0;24;4;28;2050;2184;4234;459;463;922;86;137;223;3041;3379;6420
19/12/2018;289;328;617;126;148;274;15;35;50;14;20;34;14;36;50;4;16;20;0;0;0;22;6;28;2338;2428;4766;440;506;946;103;118;221;3365;3641;7006
20/12/2018;279;361;640;138;188;326;17;56;73;9;19;28;18;47;65;6;8;14;0;1;1;19;14;33;2459;2581;5040;483;493;976;104;131;235;3532;3899;7431
21/12/2018;292;342;634;141;165;306;15;29;44;12;17;29;16;26;42;7;7;14;1;0;1;15;10;25;2653;3400;6053;511;688;1199;109;160;269;3772;4844;8616
22/12/2018;255;301;556;127;135;262;9;25;34;6;11;17;4;16;20;4;5;9;0;0;0;11;1;12;2820;5064;7884;568;935;1503;97;168;265;3901;6661;10562
23/12/2018;219;172;391;113;81;194;10;6;16;2;6;8;16;13;29;5;5;10;0;0;0;15;4;19;3248;3972;7220;476;547;1023;66;95;161;4170;4901;9071
24/12/2018;175;338;513;74;92;166;10;17;27;6;5;11;7;12;19;4;6;10;0;0;0;8;12;20;2449;3594;6043;572;828;1400;74;135;209;3379;5039;8418
25/12/2018;264;148;412;74;31;105;7;4;11;3;4;7;1;11;12;0;3;3;0;0;0;7;12;19;3349;2608;5957;632;502;1134;108;61;169;4445;3384;7829
26/12/2018;325;343;668;149;190;339;13;33;46;6;12;18;13;25;38;5;8;13;1;0;1;6;12;18;3481;2616;6097;721;492;1213;148;134;282;4868;3865;8733
27/12/2018;284;366;650;112;175;287;11;33;44;9;17;26;6;28;34;5;7;12;0;0;0;14;7;21;2720;2602;5322;510;495;1005;108;132;240;3779;3862;7641
28/12/2018;281;317;598;142;146;288;11;37;48;5;20;25;6;30;36;4;7;11;0;1;1;14;16;30;3036;3531;6567;548;670;1218;116;147;263;4163;4922;9085
29/12/2018;282;238;520;145;121;266;14;24;38;9;10;19;3;25;28;4;4;8;0;0;0;18;12;30;3064;5012;8076;579;971;1550;116;131;247;4234;6548;10782
30/12/2018;191;143;334;93;35;128;11;8;19;4;4;8;4;11;15;2;2;4;0;0;0;5;10;15;3152;3938;7090;658;902;1560;83;72;155;4203;5125;9328
31/12/2018;119;153;272;43;48;91;9;14;23;5;2;7;2;10;12;3;5;8;0;0;0;7;6;13;2402;3291;5693;557;823;1380;71;84;155;3218;4436;7654
01/09/2021;455;329;784;215;239;454;49;55;104;19;25;44;34;31;65;14;13;27;4;5;9;22;2;24;1824;2000;3824;8;12;20;9;14;23;2653;2725;5378
02/09/2021;425;337;762;214;216;430;53;42;95;19;28;47;33;35;68;11;6;17;3;5;8;39;8;47;1992;2100;4092;7;14;21;22;19;41;2818;2810;5628
03/09/2021;534;343;877;204;190;394;66;63;129;33;28;61;22;36;58;7;9;16;3;6;9;28;6;34;2636;3357;5993;6;19;25;14;21;35;3553;4078;7631
04/09/2021;373;209;582;118;121;239;46;33;79;32;22;54;22;29;51;7;2;9;5;0;5;35;4;39;2360;4399;6759;7;22;29;11;26;37;3016;4867;7883
05/09/2021;241;117;358;60;36;96;28;12;40;18;12;30;31;20;51;6;3;9;1;2;3;45;5;50;3388;2833;6221;17;28;45;18;14;32;3853;3082;6935
06/09/2021;385;358;743;114;192;306;38;52;90;18;21;39;37;16;53;8;6;14;5;4;9;25;4;29;2648;2573;5221;9;18;27;20;21;41;3307;3265;6572
07/09/2021;272;130;402;78;60;138;21;21;42;16;10;26;17;20;37;10;3;13;0;1;1;27;2;29;3049;2212;5261;12;16;28;8;6;14;3510;2481;5991
08/09/2021;430;355;785;219;211;430;37;42;79;22;27;49;19;23;42;12;6;18;5;3;8;25;8;33;2380;2174;4554;6;13;19;16;15;31;3171;2877;6048
09/09/2021;446;395;841;211;233;444;40;38;78;18;33;51;17;40;57;7;8;15;3;2;5;12;5;17;1995;2068;4063;7;6;13;15;19;34;2771;2847;5618
10/09/2021;412;323;735;203;212;415;42;40;82;18;25;43;13;39;52;9;16;25;2;3;5;21;5;26;2257;2812;5069;9;34;43;18;29;47;3004;3538;6542
11/09/2021;213;172;385;94;68;162;14;15;29;14;11;25;12;13;25;5;2;7;0;0;0;16;1;17;2110;3252;5362;23;74;97;33;37;70;2534;3645;6179
12/09/2021;147;96;243;58;35;93;18;7;25;7;1;8;12;1;13;6;2;8;1;0;1;22;4;26;3699;2411;6110;63;63;126;35;26;61;4068;2646;6714
13/09/2021;277;327;604;165;191;356;28;19;47;11;16;27;18;15;33;6;10;16;0;1;1;24;6;30;2264;2109;4373;35;37;72;48;54;102;2876;2785;5661
14/09/2021;256;267;523;196;206;402;21;22;43;30;13;43;24;10;34;1;6;7;0;1;1;15;3;18;1864;1973;3837;17;33;50;42;28;70;2466;2562;5028
15/09/2021;326;277;603;241;203;444;28;20;48;25;15;40;27;24;51;5;15;20;1;0;1;22;6;28;1875;1885;3760;16;33;49;35;56;91;2601;2534;5135
16/09/2021;304;321;625;226;221;447;26;31;57;16;9;25;23;22;45;9;5;14;0;1;1;21;0;21;1903;1918;3821;15;40;55;31;33;64;2574;2601;5175
17/09/2021;335;314;649;293;245;538;31;30;61;22;17;39;11;30;41;6;7;13;0;1;1;14;3;17;2285;3017;5302;15;49;64;40;42;82;3052;3755;6807
18/09/2021;192;175;367;143;130;273;34;22;56;18;9;27;15;19;34;1;7;8;0;0;0;11;3;14;2031;3169;5200;17;90;107;33;41;74;2495;3665;6160
19/09/2021;165;110;275;49;34;83;19;4;23;11;3;14;16;8;24;4;8;12;0;0;0;23;4;27;3841;2541;6382;77;81;158;46;23;69;4251;2816;7067
20/09/2021;262;326;588;231;248;479;27;33;60;20;12;32;19;17;36;11;4;15;0;0;0;25;1;26;2287;2085;4372;34;25;59;30;32;62;2946;2783;5729
21/09/2021;294;333;627;267;234;501;26;30;56;22;16;38;18;18;36;5;10;15;0;0;0;22;1;23;1748;1992;3740;15;36;51;35;38;73;2452;2708;5160
22/09/2021;367;313;680;198;186;384;27;30;57;14;9;23;19;22;41;12;5;17;0;1;1;25;2;27;1835;1896;3731;13;32;45;39;31;70;2549;2527;5076
23/09/2021;314;299;613;212;225;437;23;31;54;23;12;35;19;20;39;7;10;17;1;1;2;15;6;21;2059;2038;4097;12;33;45;42;43;85;2727;2718;5445
24/09/2021;287;246;533;205;162;367;41;30;71;15;17;32;13;17;30;11;4;15;1;1;2;19;3;22;2124;2855;4979;44;94;138;36;42;78;2796;3471;6267
25/09/2021;228;188;416;99;85;184;28;13;41;13;7;20;8;16;24;6;5;11;0;0;0;15;1;16;2221;3515;5736;317;512;829;28;44;72;2963;4386;7349
26/09/2021;192;121;313;61;27;88;24;7;31;9;5;14;16;12;28;4;2;6;0;0;0;19;2;21;3939;2763;6702;519;313;832;46;32;78;4829;3284;8113
27/09/2021;230;275;505;188;215;403;18;21;39;19;15;34;28;13;41;12;8;20;0;1;1;36;3;39;2646;2189;4835;531;269;800;33;34;67;3741;3043;6784
28/09/2021;284;283;567;213;212;425;36;18;54;17;18;35;25;24;49;13;8;21;0;0;0;13;1;14;1912;1915;3827;322;253;575;32;36;68;2867;2768;5635
29/09/2021;325;294;619;221;187;408;30;18;48;19;23;42;26;25;51;9;10;19;0;0;0;15;1;16;1846;1862;3708;330;229;559;37;41;78;2858;2690;5548
30/09/2021;294;351;645;201;211;412;29;22;51;16;16;32;26;28;54;15;6;21;1;2;3;29;4;33;2065;2036;4101;285;243;528;39;35;74;3000;2954;5954
01/10/2021;364;294;658;217;182;399;36;37;73;21;19;40;20;24;44;11;17;28;0;0;0;29;3;32;2322;2856;5178;296;357;653;34;52;86;3350;3841;7191
02/10/2021;178;152;330;105;96;201;21;17;38;19;8;27;6;16;22;6;2;8;3;1;4;18;0;18;1749;2713;4462;241;348;589;23;41;64;2369;3394;5763
03/10/2021;180;139;319;50;29;79;21;9;30;14;7;21;26;5;31;5;6;11;0;0;0;33;0;33;3853;2568;6421;469;336;805;38;27;65;4689;3126;7815
04/10/2021;262;333;595;142;166;308;34;28;62;23;12;35;39;19;58;7;4;11;0;0;0;27;2;29;2475;2298;4773;495;244;739;37;40;77;3541;3146;6687
05/10/2021;261;282;543;214;206;420;28;34;62;25;13;38;28;29;57;10;12;22;2;0;2;17;3;20;1793;2019;3812;286;246;532;28;33;61;2692;2877;5569
06/10/2021;344;314;658;267;209;476;28;30;58;13;18;31;9;24;33;8;7;15;0;0;0;29;3;32;1780;1964;3744;290;253;543;48;43;91;2816;2865;5681
07/10/2021;314;311;625;181;213;394;27;31;58;15;15;30;18;20;38;11;8;19;0;0;0;29;1;30;1962;1945;3907;308;254;562;48;36;84;2913;2834;5747
08/10/2021;384;323;707;186;154;340;36;27;63;22;20;42;26;21;47;6;7;13;1;0;1;29;3;32;2469;3151;5620;305;391;696;43;49;92;3507;4146;7653
09/10/2021;261;198;459;103;86;189;30;35;65;23;11;34;22;32;54;8;10;18;0;0;0;27;1;28;2267;4157;6424;281;521;802;26;57;83;3048;5108;8156
10/10/2021;169;119;288;56;30;86;25;8;33;10;4;14;21;11;32;7;2;9;1;0;1;18;2;20;3272;2585;5857;456;368;824;37;25;62;4072;3154;7226
11/10/2021;267;322;589;267;230;497;34;33;67;20;14;34;19;19;38;8;8;16;0;0;0;22;2;24;2496;2232;4728;448;307;755;35;44;79;3616;3211;6827
12/10/2021;157;140;297;64;71;135;28;23;51;21;10;31;24;8;32;8;9;17;0;0;0;26;1;27;3181;2160;5341;360;295;655;35;31;66;3904;2748;6652
13/10/2021;375;324;699;197;195;392;28;26;54;16;10;26;23;20;43;4;9;13;0;1;1;31;3;34;2169;2049;4218;349;252;601;37;33;70;3229;2922;6151
14/10/2021;296;334;630;193;193;386;32;42;74;20;19;39;26;36;62;11;8;19;1;1;2;27;9;36;1872;1925;3797;274;247;521;36;29;65;2788;2843;5631
15/10/2021;259;214;473;151;95;246;21;27;48;15;20;35;19;21;40;6;8;14;0;0;0;18;1;19;1779;2042;3821;227;263;490;29;34;63;2524;2725;5249
16/10/2021;218;179;397;100;69;169;20;17;37;12;8;20;23;24;47;8;2;10;1;0;1;20;5;25;1905;2885;4790;325;472;797;26;44;70;2658;3705;6363
17/10/2021;159;123;282;65;35;100;14;5;19;9;6;15;12;6;18;4;3;7;0;0;0;32;1;33;3404;2340;5744;423;297;720;47;24;71;4169;2840;7009
18/10/2021;268;300;568;147;172;319;37;27;64;11;8;19;25;15;40;12;7;19;0;1;1;21;1;22;2290;2134;4424;450;239;689;37;35;72;3298;2939;6237
19/10/2021;293;271;564;183;171;354;24;25;49;23;15;38;23;26;49;5;10;15;0;0;0;14;4;18;1768;1928;3696;309;243;552;31;38;69;2673;2731;5404
20/10/2021;338;300;638;217;180;397;35;25;60;21;16;37;15;18;33;4;5;9;1;0;1;31;3;34;1735;1798;3533;271;246;517;31;37;68;2699;2628;5327
21/10/2021;295;301;596;204;184;388;28;29;57;17;12;29;26;24;50;6;5;11;0;2;2;35;4;39;1935;1907;3842;264;234;498;36;40;76;2846;2742;5588
22/10/2021;363;299;662;197;174;371;33;20;53;30;11;41;16;18;34;9;5;14;0;0;0;27;2;29;2348;2657;5005;316;348;664;37;40;77;3376;3574;6950
23/10/2021;232;168;400;106;68;174;27;19;46;20;10;30;14;19;33;4;8;12;0;2;2;17;3;20;2063;2829;4892;305;457;762;29;43;72;2817;3626;6443
24/10/2021;164;136;300;53;50;103;22;8;30;6;5;11;25;10;35;9;1;10;0;0;0;33;3;36;3333;2388;5721;419;276;695;33;23;56;4097;2900;6997
25/10/2021;283;339;622;153;167;320;30;20;50;22;9;31;31;16;47;6;7;13;0;1;1;35;4;39;2129;2297;4426;468;234;702;38;37;75;3195;3131;6326
26/10/2021;292;276;568;205;197;402;27;30;57;24;12;36;25;17;42;7;5;12;1;1;2;15;3;18;1725;1864;3589;306;261;567;30;31;61;2657;2697;5354
27/10/2021;312;235;547;160;117;277;23;25;48;16;15;31;23;17;40;4;9;13;1;0;1;21;2;23;1273;1430;2703;204;185;389;24;21;45;2061;2056;4117
28/10/2021;293;273;566;153;160;313;30;29;59;24;18;42;21;20;41;6;5;11;1;1;2;21;4;25;1884;1826;3710;265;214;479;37;56;93;2735;2606;5341
29/10/2021;398;260;658;140;135;275;29;18;47;23;16;39;15;23;38;6;4;10;0;1;1;34;2;36;2291;3004;5295;300;408;708;29;49;78;3265;3920;7185
30/10/2021;234;196;430;109;86;195;21;18;39;16;14;30;23;25;48;3;5;8;0;1;1;29;4;33;2165;4066;6231;293;518;811;29;48;77;2922;4981;7903
31/10/2021;183;121;304;67;37;104;24;8;32;10;5;15;23;9;32;9;3;12;0;0;0;30;1;31;3002;2614;5616;432;324;756;21;22;43;3801;3144;6945
01/11/2021;251;262;513;129;169;298;31;30;61;11;11;22;23;11;34;1;3;4;1;0;1;15;4;19;2285;2419;4704;426;390;816;33;32;65;3206;3331;6537
02/11/2021;147;114;261;61;52;113;18;9;27;11;11;22;17;15;32;6;8;14;0;1;1;15;1;16;4380;2828;7208;526;400;926;30;26;56;5211;3465;8676
